CASRN	DOM_MFG_LB	IMPORTED_LB	VOLUME_EXPORTED
69012-45-9	137892	0	0
24468-13-1	0	0	0
10534-89-1	0	0	0
28098-03-5	15357	0	13894
73807-15-5	0	1199988	0
68081-81-2	15399912	0	1345522
10039-54-0	0	111374	2125
68783-66-4	140234013	0	0
1317-60-8	0	0	0
75-94-5	0	92986	2268
103-90-2	0	802352	0
5188-07-8	0	0	0
628-35-3	32947	0	0
111-57-9	19147	21015	2605
10108-73-3	0	0	8818
123-26-2	0	0	0
848940-29-4	0	0	0
27970-79-2	0	0	0
20941-65-5	0	0	0
41272-40-6	0	0	0
17671-27-1	0	0	0
75-56-9	0	0	0
61792-31-2	41897	0	1853
67786-25-8	0	0	0
142-26-7	0	0	0
5131-66-8	0	0	0
68153-57-1	0	0	0
69029-84-1	165844710	0	0
513-53-1	0	0	0
93924-11-9	0	0	0
54041-17-7	0	0	0
11113-75-0	44430	0	0
20429-33-8	0	0	0
68516-06-3	0	0	0
68515-32-2	67744	0	0
16970-54-0	23794	0	0
64742-07-0	0	0	0
7601-54-9	687965	626120	569079
143-07-7	326686	961549	2903
68955-22-6	0	0	5409
68127-32-2	0	0	0
1326-82-5	0	0	0
62-53-3	4288922	0	17872
28757-00-8	13347	0	0
88477-37-6	0	77307	0
4736-60-1	34904	0	2268
11120-02-8	0	243602	49056
32509-66-3	0	0	0
65520-46-9	122421	0	0
67952-31-2	29937	0	5443
80-62-6	635257	19634781	31751
33704-61-9	0	0	0
56797-01-4	0	0	0
9051-88-1	0	0	0
60828-78-6	1005153	0	0
64742-99-0	774735768	0	0
68911-79-5	0	0	0
12124-97-9	0	13000	0
7651-99-2	0	96258	0
64741-70-4	8796413580	423213083	400442582
68391-03-7	113398	0	63503
68187-56-4	785700	0	125807
6358-85-6	3227230	864222	4151
56-84-8	0	161998	0
1317-42-6	101333	14212	0
94-36-0	1315849	32391	291646
106726-11-8	0	0	0
111-44-4	0	669883	0
105-87-3	0	0	0
71-55-6	0	0	0
126-73-8	1030527	0	150541
92-84-2	3053404	0	0
13886-99-2	353114	0	0
40220-08-4	0	50294	0
1318-00-9	0	10141166	0
2550-06-3	0	0	0
5332-73-0	0	0	2722
8032-32-4	0	0	0
10258-54-5	0	97541	0
77-83-8	0	19000	4068
57583-34-3	765868	0	214859
922-80-5	60170	0	0
68515-60-6	0	1021780	0
95-14-7	0	300954	5740
78-73-9	0	0	0
68855-71-0	0	0	0
29570-58-9	0	18495	0
68938-00-1	0	0	0
70983-72-1	0	0	0
39711-79-0	17197	0	7299
3115-39-7	14492	0	0
865-48-5	0	0	0
1317-65-3	5552045	323499181	558269
68109-63-7	24657	0	0
147256-33-5	0	0	0
68608-26-4	156872	802921	12171
68554-02-9	158241	0	6387
108-65-6	48874	3307355	134
12751-22-3	0	0	0
125-12-2	0	123528	66277
100-21-0	975223596	28207671	0
95-70-5	0	0	0
78-93-3	1775077	52303630	3976
75701-36-9	0	0	0
121-69-7	0	11400	0
13676-54-5	0	84600	0
14782-75-3	0	44554	0
17796-82-6	0	1990178	10887
68956-08-1	145416	0	191
14593-46-5	0	0	0
71302-92-6	5769304061	0	469323842
73772-45-9	0	0	0
574-93-6	0	0	0
9016-87-9	0	1710120	0
54982-83-1	0	0	0
5397-31-9	0	0	0
91052-83-4	0	0	0
1208-67-9	107501	0	544
12034-39-8	0	0	0
10034-85-2	263324	0	263324
398141-87-2	0	15242	0
7414-83-7	0	12963	0
68-04-2	539406	151217	14010
2695-37-6	0	0	0
68526-89-6	0	0	0
68990-49-8	0	0	0
68441-94-1	0	30140	0
8068-05-1	1846120946	52200	0
75-44-5	0	0	0
17265-14-4	0	75886	15195
137091-12-4	0	2268	0
26850-24-8	348529	0	28650
79-10-7	192098100	2801961	0
111-05-7	42287	0	0
64741-57-7	39777081697	2148996336	1454983108
848940-37-4	0	0	0
11118-57-3	26431	0	0
121-43-7	0	0	0
585-88-6	0	0	0
68478-82-0	0	0	0
14433-76-2	0	0	0
1313-97-9	0	30659	0
13423-61-5	20412	0	1089
697-18-7	0	0	0
8002-50-4	13717	0	0
374-07-2	0	0	0
26545-58-4	0	0	0
18166-37-5	0	0	0
55172-98-0	12791	0	0
105-58-8	0	14400	0
68213-23-0	0	0	0
1078715-95-3	0	0	0
107-47-1	0	0	0
2526-62-7	670389	0	0
151-50-8	0	337496	4100
118-92-3	0	0	0
68134-65-6	0	0	0
610-39-9	0	0	0
68515-47-9	0	0	0
115-70-8	0	0	0
100-10-7	0	21772	0
1885-14-9	56259	0	45
10377-60-3	1822979	0	0
15096-52-3	39653997	695993	0
136-60-7	261485	0	0
98-01-1	0	0	616296
68298-14-6	0	0	0
89-65-6	0	241693	0
17103-31-0	74862	0	0
127-41-3	0	143169	0
8001-26-1	69912024	49635	38098085
73296-89-6	62525	0	12676
959-55-7	11403	0	0
61789-80-8	0	0	468001
1668-53-7	0	69279	0
79-31-2	0	91444	0
32539-16-5	0	0	0
68952-32-9	7711070	0	0
1103-38-4	0	0	0
860-22-0	0	0	0
593-85-1	0	52989	0
75-85-4	0	0	0
1070-10-6	0	73549	0
108-05-4	0	476453	0
68603-36-1	40671	0	0
39255-32-8	0	0	0
2749-59-9	0	32928	0
286-99-7	0	0	0
10026-11-6	14983682	13023	21777
3012-65-5	32303	0	11576
64742-47-8	10833929741	407299745	337850359
7664-39-3	103202860	8601063	12425429
557-98-2	0	0	0
3452-97-9	0	0	0
68901-15-5	0	5	0
5080-22-8	0	0	0
61788-63-4	0	0	1089459
7757-93-9	174298482	0	19315484
51811-79-1	73662	0	0
68412-22-6	43091	0	14061
12004-35-2	591484	0	478086
68783-06-2	5896701	0	0
19019-43-3	0	0	0
2550-33-6	0	0	0
93951-12-3	0	32790	0
107-00-6	2400587	0	0
37187-22-7	56374	0	3872
128-69-8	39215	0	10438
68155-66-8	0	0	0
25339-17-7	0	0	0
68603-14-5	0	0	0
64-67-5	0	317515	0
6196-98-1	469855	0	0
35541-81-2	0	0	0
58-08-2	0	191782	0
68333-21-1	0	0	0
646-06-0	0	0	0
112-60-7	8000761	223651	0
97-86-9	0	0	0
68477-58-7	30098046	0	0
68309-16-0	0	0	0
84170-73-0	0	0	0
112-85-6	2761470	129399	223880
108-01-0	17287	36015	0
68514-41-0	0	0	0
107-64-2	0	0	0
16712-64-4	0	0	0
68411-72-3	17252386	0	0
2530-85-0	0	0	199255
2605-78-9	309159	0	15355
39318-18-8	0	0	0
