CASRN	Name	Tm	Tb	rho	RI
7614-93-9	1,3-Diphenyl-1-butene	320.65	584.15	999.62	1.59015
7616-22-0	γ-Tocopherol	271.65			
762-04-9	Diethyl phosphonate				
762-21-0	Diethyl 2-butynedioate	273.95		1007.52	1.44252
762-42-5	Dimethyl 2-butynedioate		472.15	1156.42	1.44342
762-49-2	1-Bromo-2-fluoroethane		331.15	1704.425	1.42362
762-50-5	1-Chloro-2-fluoroethane		326.25	1174.72	1.37752
762-62-9	4,4-Dimethyl-1-pentene	136.55	345.65	682.72	1.38182
762-63-0	cis-4,4-Dimethyl-2-pentene	137.65	353.55	695.125	1.40262
762-72-1	Allyltrimethylsilane		358.15	715.825	1.40742
762-75-4	tert-Butyl formate		356.15	872	1.37902
7623-13-4	2,3-Dichloropropanoyl chloride			1475.72	1.47642
763-29-1	2-Methyl-1-pentene	137.45	335.25	679.92	1.39202
763-32-6	3-Methyl-3-buten-1-ol		405.15		
763-69-9	Ethyl 3-ethoxypropanoate		441.15	949.02	1.40652
7634-42-6	1,4-Dimercapto-2,3-butanediol	315.65			
764-01-2	2-Butyn-1-ol	272.05	413.15	937.02	1.45302
764-13-6	2,5-Dimethyl-2,4-hexadiene	286.95	408.35	757.725	1.47852
764-35-2	2-Hexyne	183.65	357.45	731.52	1.41382
764-42-1	trans-2-Butenedinitrile	369.15	459.15	941.6111	1.4349111
764-47-6	Propyl vinyl ether		337.85	767.42	1.39082
764-48-7	2-(Vinyloxy)ethanol		412.15	982.12	1.456417
764-85-2	Nonanoyl chloride	212.65	491.15	946.315	
764-93-2	1-Decyne	229.15	447.15	765.52	1.42652
764-96-5	cis-5-Undecene	166.65	465.45	753.72	1.43022
764-97-6	trans-5-Undecene	212.05	465.15	749.72	1.42852
764-99-8	Bis[2-(vinyloxy)ethyl] ether				
7642-04-8	cis-2-Octene	171.85	398.75	724.32	1.41502
7642-09-3	cis-3-Hexene	134.45	339.55	677.82	1.39472
7642-10-6	cis-3-Heptene	136.55	369.15	703.02	1.40592
7642-15-1	cis-4-Octene	154.05	395.75	721.22	1.41482
7643-75-6	L-Arabinitol	375.65			
7648-01-3	3-Ethyl-2-thioxo-4-thiazolidinone	308.65			
765-03-7	1-Dodecyne	254.15	488.15	778.82	1.43402
765-05-9	Decyl vinyl ether	232.15		812.2	1.43462
765-09-3	1-Bromotridecane	279.05	565.15	1023.425	1.457425
765-13-9	1-Pentadecyne	283.15	553.15	792.82	1.44192
765-30-0	Cyclopropylamine	237.77	322.35	824.02	1.42102
765-34-4	Oxiranecarboxaldehyde	211.15	385.65	1140.32	1.42652
765-42-4	α-Methylcyclopropanemethanol	241.05	396.15	880.52	1.43162
765-43-5	Cyclopropyl methyl ketone	204.95	384.15	898.42	1.42512
765-47-9	1,2-Dimethylcyclopentene	182.75	378.15	792.825	1.44482
765-48-0	1,2-Dimethylpyrrolidine		377.15	799.2	
765-85-5	Methyl cyclobutanecarboxylate		408.65		
765-87-7	1,2-Cyclohexanedione	313.15	467.15	1118.721	1.49952
7651-83-4	7-Isoquinolinol	503.15			
76578-14-8	Quizalofop-Ethyl	366.15			
7658-08-4	Quinovose	409.15			
7659-86-1	Mercaptoacetic acid, 2-ethylhexyl ester		406.65	972	
766-05-2	Cyclohexanecarbonitrile	285.15	461.15	919	1.45052
766-07-4	Cyclohexyl hydroperoxide	253.15		1019.2	1.464525
766-08-5	Methylphenylsilane		413.15	889.52	1.50582
766-09-6	1-Ethylpiperidine		406.15	823.72	1.44802
766-39-2	3,4-Dimethyl-2,5-furandione	369.15	496.15	1107.1	
766-51-8	2-Chloroanisole	246.65	474.95	1191.12	1.54802
766-77-8	Dimethylphenylsilane		432.15	889.12	1.49952
766-84-7	3-Chlorobenzonitrile	314.15			
766-85-8	1-Iodo-3-methoxybenzene		517.65	1965.02	
766-90-5	cis-1-Propenylbenzene	211.45	442.15	908.82	1.54202
766-92-7	[(Methylthio)methyl]benzene	243.15	487.15	1027.42	1.56202
766-94-9	Phenyl vinyl ether		428.65	977.02	1.52242
766-96-1	1-Bromo-4-ethynylbenzene	337.65			
7661-55-4	5-Methylquinoline	292.15	530.15	1083.22	1.62192
7665-72-7	[(1,1-Dimethylethoxy)methyl]oxirane	203.15	425.15	898.2	
7667-51-8	Nonacontane				
7667-60-9	1α,2β,4β-1,2,4-Trimethylcyclohexane	189.65	417.15	787.025	1.43412
7667-80-3	Hexacontane	373.15			
7667-88-1	Octacontane	385.15	945.15		
7669-54-7	2-Nitrobenzenesulfenyl chloride	348.15			
767-00-0	4-Hydroxybenzonitrile	386.15			
767-12-4	3,3-Dimethylcyclohexanol	284.15	459.15	912.814	1.460615
767-15-7	4,6-Dimethyl-2-pyrimidinamine	426.65			
767-54-4	trans-3,3,5-Trimethylcyclohexanol	328.95	462.35	863.16	
767-58-8	2,3-Dihydro-1-methyl-1H-indene		464.15	938.25	1.52662
767-59-9	1-Methyl-1H-indene		472.15	970.25	1.56162
767-60-2	3-Methyl-1H-indene		471.15	972.25	1.56212
767-99-7	cis-(1-Methyl-1-propenyl)benzene		448.15	919.125	1.540225
76738-62-0	Paclobutrazol	439.15		1220	
768-00-3	trans-(1-Methyl-1-propenyl)benzene	249.65	469.15	913.825	1.54252
768-22-9	1a,6a-Dihydro-6H-indeno[1,2-b]oxirene	297.65		1125.524	
768-32-1	Trimethylphenylsilane		442.65	872.22	1.49072
768-33-2	Chlorodimethylphenylsilane		467.15	1032.2	1.50822
768-49-0	(2-Methyl-1-propenyl)benzene	222.15	462.15	900.2	1.53882
768-52-5	N-Isopropylaniline		476.15	952.625	1.53802
768-56-9	3-Butenylbenzene	203.15	456.15	883.12	1.50592
768-66-1	2,2,6,6-Tetramethylpiperidine	301.15	426.15	836.716	1.44552
768-94-5	Tricyclo[3.3.1.13,7]decan-1-amine	453.15			
76824-35-6	Famotidine	443.75			
7683-59-2	Isoproterenol	443.65			
7688-21-3	cis-2-Hexene	132.03	342.05	682.425	1.39792
769-06-2	N,N,2,6-Tetramethylaniline	237.15	469.15	914.72	
769-68-6	α-Ethylbenzeneacetonitrile		514.15	977.14	
769-92-6	4-tert-Butylaniline	290.15	514.15	952.515	1.53802
7693-46-1	Carbonochloridic acid, 4-nitrophenyl ester	353.15			
7696-12-0	Tetramethrin	345.15		1108.2	1.517521
76963-41-2	Nizatidine	404.15			
77-02-1	Aprobarbital	414.15			
77-03-2	3,3-Diethyl-2,4-piperidinedione	377.15			
77-04-3	3,3-Diethyl-2,4(1H,3H)-pyridinedione	363.85			
77-06-5	Gibberellic acid	507.15			
77-07-6	Levorphanol	471.15			
77-09-8	Phenolphthalein	535.15		1277.32	
77-10-1	1-(1-Phenylcyclohexyl)piperidine	319.65			
77-15-6	Ethoheptazine			1038.26	1.521026
77-16-7	Plumericin				
77-21-4	Glutethimide	358.15			
77-23-6	Carbetapentane				
77-25-8	Ethyl diethylmalonate		503.15	964.33	1.42402
77-26-9	Butalbital	411.65			
77-28-1	5-Butyl-5-ethyl-2,4,6(1H,3H,5H)-pyrimidinetrione	396.15			
77-36-1	Chlorthalidone				
77-40-7	2,2-Bis(4-hydroxyphenyl)butane	393.65			
77-41-8	1,3-Dimethyl-3-phenyl-2,5-pyrrolidinedione	325.65			
77-42-9	β-Santalol			975.02	1.51152
77-46-3	Acedapsone	563.15			
77-47-4	Hexachloro-1,3-cyclopentadiene	264.15	512.15	1701.925	1.56582
77-48-5	1,3-Dibromo-5,5-dimethyl-2,4-imidazolidinedione				
77-49-6	2-Methyl-2-nitro-1,3-propanediol	423.85			
77-52-1	Ursolic acid	557.15			
77-53-2	Cedrol	359.15		947.99	1.48249
77-58-7	Dibutyltin dilaurate	296.15			
77-59-8	Spirosolan-3-ol, (3β,5α,22β,25S)-	483.65			
77-60-1	Spirostan-3-ol, (3β,5α,25R)-	478.15			
77-63-4	2,4,6,8-Tetramethyl-2,4,6,8-tetraphenylcyclotetrasiloxane	373.35		1118.32	1.54612
77-65-6	N-(Aminocarbonyl)-2-bromo-2-ethylbutanamide	391.15		1544.25	
77-67-8	3-Ethyl-3-methyl-2,5-pyrrolidinedione	337.65			
77-71-4	5,5-Dimethyl-2,4-imidazolidinedione	449.25			
77-74-7	3-Methyl-3-pentanol	249.55	402.15	828.62	1.41862
77-75-8	3-Methyl-1-pentyn-3-ol	303.65	393.15	868.82	1.43102
77-76-9	2,2-Dimethoxypropane	226.15	350.55	847.25	1.37802
77-77-0	Divinyl sulfone	247.15	507.65	1177.25	1.47652
77-78-1	Dimethyl sulfate	241.35	459.15	1332.22	1.38742
77-79-2	2,5-Dihydrothiophene 1,1-dioxide	337.15			
77-81-6	Tabun	223.15	513.15	1077	1.42502
77-83-8	Ethyl 3-methyl-3-phenyloxiranecarboxylate		546.65	1044.2	1.51822
77-85-0	2-(Hydroxymethyl)-2-methyl-1,3-propanediol	472.15			
77-86-1	Tris(hydroxymethyl)methylamine	443.65			
77-89-4	Triethyl 2-acetoxy-1,2,3-propanetricarboxylate			1135.25	1.438
77-90-7	Tributyl 2-(acetyloxy)-1,2,3-propanetricarboxylate				
77-92-9	Citric acid	426.15		1665.2	
77-93-0	Triethyl citrate		567.15	1136.92	1.44552
77-94-1	Butyl citrate	253.15		1043.2	1.44602
77-95-2	Quinic acid	435.65		1642.5	
77-99-6	Trimethylolpropane	333.35			
770-09-2	Trimethylbenzylsilane		463.65	893.32	1.49412
770-12-7	Phenyl phosphorodichloridate		515.15	1412.2	1.52302
770-35-4	1-Phenoxy-2-propanol		506.15	1062.22	1.52322
7700-17-6	Ciodrin			1192.5	
7705-14-8	Dipentene	177.65	449.15	840.221	1.47272
77094-11-2	2-Amino-3,4-dimethylimidazo[4,5-f]quinoline	570.15			
771-51-7	1H-Indole-3-acetonitrile	309.15			
771-56-2	2,3,4,5,6-Pentafluorotoluene	243.36	390.15	1440.2	1.401625
771-60-8	2,3,4,5,6-Pentafluoroaniline	307.15	426.65		
771-61-9	Pentafluorophenol	305.95	418.25		1.42632
771-62-0	Pentafluorobenzenethiol	249.15	416.15	1501.25	1.46452
771-97-1	2,3-Naphthalenediamine	472.15		1096.826	1.639226
771-98-2	1-Cyclohexen-1-ylbenzene	262.15	541.15	993.92	1.57182
771-99-3	4-Phenylpiperidine	333.65	530.15	999.616	
77175-51-0	Cloconazole	346.15			
7719-93-9	Heptacontane	379.15	920.15		
772-00-9	4-Phenyl-1,3-dioxane		520.15	1103.82	1.530618
772-01-0	2-Phenyl-1,3-dioxane	321.15	526.15	1605.36	
772-17-8	β-Methylbenzenepropanoic acid, (±)-	319.65		1070.12	1.51552
772-33-8	2-(Bromomethyl)-4-nitrophenol	421.15			
7722-44-3	Colistin A				
773-76-2	5,7-Dichloro-8-quinolinol	452.65			
773-82-0	Pentafluorobenzonitrile	276.15	435.15	1563.2	1.440225
7731-28-4	cis-4-Methylcyclohexanol	263.95	447.15	917.02	1.46142
7731-29-5	trans-4-Methylcyclohexanol		448.15	911.821	1.45612
775-12-2	Diphenylsilane			996.92	1.58002
775-56-4	Diethoxymethylphenylsilane		490.15	962.72	1.46902
77501-63-4	Lactofen	366.15			
7755-92-2	1-Piperazinecarboxaldehyde				1.50942
776-35-2	9,10-Dihydrophenanthrene	306.51		1075.74	1.64152
776-74-9	α-Bromodiphenylmethane	318.15			
776-75-0	1-Benzoylpiperidine	322.15	593.65		
776-76-1	Methyldiphenylsilane			996.2	1.56942
7764-50-3	p-Menth-8-en-2-one		496.15		
777-37-7	1-Chloro-4-nitro-2-(trifluoromethyl)benzene	295.15	505.15	1527.25	1.508326
77732-09-3	Oxadixyl	377.15			
7775-38-4	α-Methylbenzyl formate				
7776-48-9	L-Fructose	375.15			
7779-27-3	1,3,5-Triethylhexahydro-1,3,5-triazine				1.458025
7779-80-8	Isobutyl heptanoate		481.15	859.32	
778-22-3	2,2-Diphenylpropane	302.25	554.15	998.02	
778-24-5	Dimethyldiphenylsilane		550.15	986.72	1.56442
778-25-6	Methyldiphenylsilanol	440.15		1084.025	
778-28-9	Butyl 4-toluenesulfonate			1131.92	1.50502
778-66-5	1,1-Diphenyl-1-propene	322.15	562.15	1025.02	1.58802
7781-98-8	Ethyl 3-hydroxybenzoate	347.15		1068.0131	
7786-34-7	Mevinphos	294.15			
7786-44-9	2,6-Nonadien-1-ol			860.425	1.459825
7789-99-3	2-Methyl-1-pentanol acetate		436.15	870.25	
779-02-2	9-Methylanthracene	354.85		1065.99	1.695999
779-84-0	2-[(Phenylimino)methyl]phenol	322.65		1087.25	
78-00-2	Tetraethyl lead		456.15	1653.2	1.51982
78-01-3	1,1-Diethylcyclohexane		451.15		
78-04-6	2,2-Dibutyl-1,3,2-dioxastannepin-4,7-dione	383.15			
78-07-9	Triethoxyethylsilane		431.65	896.32	1.39552
78-08-0	Vinyltriethoxysilane		433.15	901.2	1.396025
78-09-1	Tetraethoxymethane		432.65	918.62	1.390525
78-10-4	Ethyl silicate	190.95	441.15	932.02	1.39282
78-11-5	Pentaerythritol tetranitrate	414.05		1773.2	
78-13-7	Tetra(2-ethylbutyl) silicate			892.02	1.43072
78-18-2	Cyclohexanone peroxide	352.15			
78-26-2	2-Methyl-2-propyl-1,3-propanediol	335.65	507.15		
78-27-3	1-Ethynylcyclohexanol	304.15	447.15	987.32	1.48222
78-28-4	Emylcamate	330.15			
78-30-8	Tri-o-cresyl phosphate	284.15	683.15	1195.52	1.55752
78-31-9	p-Cresyl diphenyl phosphate	233.15		1208.25	
78-32-0	Tri-p-cresyl phosphate	350.65		1247.25	
78-33-1	4-tert-Butylphenol, phosphate (3:1)				
78-34-2	Dioxathion	253.15		1257.26	
78-38-6	Diethyl ethylphosphonate		471.15	1025.92	1.41632
78-39-7	1,1,1-Triethoxyethane		418.15	884.725	1.39802
78-40-0	Triethyl phosphate	216.75	489.15	1069.52	1.40532
78-42-2	Tris(2-ethylhexyl) phosphate			992	
78-43-3	2,3-Dichloro-1-propanol, phosphate (3:1)			1517.22	
78-44-4	Carisoprodol	365.15			
78-48-8	S,S,S-Tributyl phosphorotrithioate	248.15		1057.2	
78-50-2	Trioctylphosphine oxide	326.65			
78-51-3	Tris(2-butoxyethyl) phosphate			1022.5	
78-53-5	Amiton				1.465527
78-57-9	Menazon	433.15			
78-59-1	Isophorone	265.05	487.95	925.52	1.476618
78-62-6	Diethoxydimethylsilane	186.15	386.15	865.25	1.38112
78-67-1	2,2'-Azobis[isobutyronitrile]				
78-69-3	3,7-Dimethyl-3-octanol		478.25	826.25	1.43325
78-71-7	3,3-Bis(chloromethyl)oxetane	292.15		1295.25	
78-74-0	1,1,2-Tribromoethane	243.95	462.08	2621.02	1.59332
78-75-1	1,2-Dibromopropane	217.75	413.15	1932.42	1.52012
78-77-3	1-Bromo-2-methylpropane	155.35	364.45	1272.15	1.43482
78-78-4	Isopentane	113.35	300.98	620.12	1.35372
78-79-5	2-Methyl-1,3-butadiene	127.05	307.15	679.2	1.42192
78-80-8	2-Methyl-1-buten-3-yne	160.15	306.15	680.111	1.41402
78-81-9	Isobutylamine	187.15	341.95	724.25	1.398819
78-82-0	2-Methylpropanenitrile	201.65	375.15	770.42	1.37202
78-83-1	2-Methyl-1-propanol	171.19	380.99	801.82	1.39552
78-84-2	Isobutanal	201.05	337.25	789.12	1.37302
78-85-3	2-Methylpropenal		340.15	840.25	1.41442
78-88-6	2,3-Dichloropropene	283.15	366.15	1211.2	1.46032
78-89-7	2-Chloro-1-propanol		406.65	1103.2	1.43902
78-92-2	2-Butanol	184.71	372.55	806.32	1.39782
78-93-3	2-Butanone	186.48	352.75	799.925	1.37882
78-94-4	3-Buten-2-one		354.15	864.2	1.40812
78-95-5	Chloroacetone	228.65	389.15	1152	
78-97-7	2-Hydroxypropanenitrile	233.15	457.15	987.72	1.405818
78-98-8	1,2-Propanedione		345.15	1045.52	1.400218
78-99-9	1,1-Dichloropropane		361.55	1132.12	1.42892
780-25-6	N-(Phenylmethylene)benzenemethanamine				
780-69-8	Triethoxyphenylsilane		506.15	996.25	1.46042
781-35-1	1,1-Diphenyl-2-propanone	319.15	580.15		1.536116
781-43-1	9,10-Dimethylanthracene	459.55	633.15		
782-74-1	1,2-Bis(2-chlorophenyl)-hydrazine	360.15			
78277-23-3	Benzyl trans-cinnamate	312.15		1109.15	
786-19-6	Carbophenothion			1271.2	
787-84-8	2-Benzoylbenzoic acid, hydrazide	511.15			
789-25-3	Triphenylsilane				
78918-91-9	3-Methylhexane	153.75	365.15	687.21	1.385425
79-00-5	1,1,2-Trichloroethane	236.85	386.15	1439.72	1.47142
79-01-6	Trichloroethene	188.45	359.95	1464.22	1.47732
79-02-7	Dichloroacetaldehyde		363.65	1436.25	
79-03-8	Propanoyl chloride	179.15	353.15	1064.62	1.40322
79-04-9	Chloroacetyl chloride	251.45	379.15	1420.22	1.45302
79-05-0	Propanamide	353.05	486.15	926.211	1.418011
79-06-1	Acrylamide	358.15	465.75		
79-07-2	2-Chloroacetamide	394.15	498.15		
79-08-3	Bromoacetic acid	323.15	481.15	1933.55	1.48045
79-09-4	Propanoic acid	252.65	414.65	988.225	1.38092
79-10-7	Acrylic acid	286.71	415.15	1051.12	1.42242
79-11-8	Chloroacetic acid	335.15	462.26	1404.34	1.435155
79-14-1	Glycolic acid	352.65	373.15		
79-15-2	N-Bromoacetamide	376.65			
79-16-3	N-Methylacetamide	303.75	481.15	937.125	1.43012
79-17-4	Hydrazinecarboximidamide				
79-19-6	Hydrazinecarbothioamide	456.15			
79-20-9	Methyl acetate	174.95	329.85	934.22	1.36142
79-21-0	Peroxyacetic acid	272.95	383.15	1226.15	1.39742
79-22-1	Methyl chloroformate		343.65	1223.12	1.38682
79-24-3	Nitroethane	183.73	387.25	1044.825	1.39172
79-27-6	1,1,2,2-Tetrabromoethane	273.15	521.15	2965.52	1.63532
79-28-7	Tetrabromoethene	329.65	499.15		
79-29-8	2,3-Dimethylbutane	145.05	331.15	661.62	1.37502
79-30-1	2-Methylpropanoyl chloride	183.15	365.15		1.40792
79-31-2	2-Methylpropanoic acid	227.15	427.55	968.12	1.39302
79-33-4	L-Lactic acid	326.15			
79-34-5	1,1,2,2-Tetrachloroethane	230.85	419.15	1595.32	1.49402
79-35-6	1,1-Dichloro-2,2-difluoroethene	157.15	292.15		
79-36-7	Dichloroacetyl chloride		381.15	1531.516	1.45912
79-37-8	Oxalyl chloride	257.15	336.65	1478.52	1.43162
79-38-9	Chlorotrifluoroethene	115.01	244.85		1.38
79-39-0	2-Methyl-2-propenamide	385.15			
79-40-3	Ethanedithioamide				
79-41-4	Methacrylic acid	287.75	433.15	1015.32	1.43142
79-43-6	Dichloroacetic acid	285.15	466.15	1563.42	1.46582
79-44-7	Dimethylcarbamic chloride	240.15	427.15	1168.25	1.45402
79-46-9	2-Nitropropane	181.85	393.35	982.125	1.39442
79-49-2	1,1,1,3,3-Pentabromo-2-propanone	352.65			
79-53-8	Chloropentafluoroacetone	140.15	280.95		
79-54-9	Levopimaric acid	423.15			
79-55-0	1,2,2,6,6-Pentamethylpiperidine		420.15	858	1.455021
79-57-2	Oxytetracycline	457.65		1634.2	
79-58-3	Rubijervine	515.15			
79-63-0	Lanosta-8,24-dien-3-ol, (3β)	413.65			
79-69-6	α-Irone			936.22	1.50022
79-70-9	β-Irone			943.421	1.516225
79-74-3	2,5-Bis(1,1-dimethylpropyl)-1,4-benzenediol	453.15			
79-77-6	trans-β-Ionone			945.2	1.51982
79-81-2	Retinyl palmitate	301.15			
79-83-4	Pantothenic acid				
79-91-4	Terebic acid	448.15		815	
79-94-7	Bromdian	452.15			
79-95-8	2,2',6,6'-Tetrachlorobisphenol A	409.15			
79-97-0	2,2-Bis(4-hydroxy-3-methylphenyl)propane	413.15			
790-69-2	Loflucarban	436.65			
791-28-6	Triphenylphosphine oxide	431.15		1212.423	
791-31-1	Triphenylsilanol	427.95		1177.72	
79127-80-3	Fenoxycarb	326.15			
79241-46-6	Fluazipop-butyl	278.15			
793-24-8	N-(1,3-Dimethylbutyl)-N'-phenyl-1,4-benzenediamine	319.15			
797-63-7	Norplant	479.15			
79794-75-5	Loratadine	405.15			
80-00-2	1-Chloro-4-(phenylsulfonyl)benzene	367.15			
80-05-7	2,2-Bis(4-hydroxyphenyl)propane	433.15			
80-06-8	1,1-Bis(4-chlorophenyl)ethanol	343.15			
80-07-9	Bis(4-chlorophenyl) sulfone	421.95			
80-08-0	Bis(4-aminophenyl) sulfone	451.15			
80-09-1	Bis(4-hydroxyphenyl) sulfone	513.65		1366.315	
80-10-4	Dichlorodiphenylsilane		577.15	1204.25	1.58002
80-11-5	N,4-Dimethyl-N-nitrosobenzenesulfonamide	333.15			
80-13-7	4-[(Dichloroamino)sulfonyl]benzoic acid				
80-15-9	Isopropylbenzene hydroperoxide		426.15	1032	
80-18-2	Methyl benzenesulfonate	277.65		1273.017	1.51512
80-26-2	α-Terpineol acetate			965.921	1.468921
80-32-0	Sulfachlorpyridazine	460.15			
80-33-1	4-Chlorophenyl 4-chlorobenzenesulfonate	361.15			
80-35-3	Sulfamethoxypyridazine	455.65			
80-38-6	4-Chlorophenyl benzenesulfonate	332.45		1330	
80-39-7	N-Ethyl-4-methylbenzenesulfonamide	337.15			
80-40-0	Ethyl p-toluenesulfonate	306.15		1166.48	
80-41-1	2-Chloroethanol, 4-methylbenzenesulfonate				
80-42-2	Propyl benzenesulfonate			1180.417	1.503525
80-43-3	Bis(1-methyl-1-phenylethyl)peroxide	313.15			
80-46-6	4-(1,1-Dimethylpropyl)phenol	365.85	535.15		
80-47-7	p-Menthane hydroperoxide		532.15	920	
80-48-8	Methyl 4-toluenesulfonate	297.25	565.15	1208.74	
80-50-2	Anisotropine methylbromide	602.15			
80-51-3	4,4'-Oxybis(benzenesulfonyl hydrazide)				
80-56-8	α-Pinene	199.15	429.45	853.925	1.463225
80-59-1	trans-2-Methyl-2-butenoic acid	336.65	471.65	964.176	1.433076
80-62-6	Methyl methacrylate	225.6	373.75	937.725	1.41422
80-63-7	Methyl 2-chloroacrylate			1189.2	1.44202
80-69-3	Hydroxypropanedioic acid	430.15			
80-70-6	1,1,3,3-Tetramethylguanidine				
80-71-7	2-Hydroxy-3-methyl-2-cyclopenten-1-one	377.95			
80-72-8	2,3-Dihydroxy-2-cyclopenten-1-one	485.15			
80-77-3	Chlormezanone	390.15			
80-92-2	5β-Pregnane-3α,20S-diol	516.65		1152.5	
80-97-7	Cholestanol	414.65			
8004-87-3	Methyl Violet				
804-30-8	Fursultiamine			1290	
804-63-7	Quinine sulfate	508.35			
8065-48-3	Demeton				
81-04-9	1,5-Naphthalenedisulfonic acid			1493.25	
81-05-0	6-Amino-1-naphthalenesulfonic acid				
81-07-2	Saccharin	500.15		828.25	
81-08-3	3H-2,1-Benzoxathiol-3-one 1,1-dioxide	402.65			
81-11-8	4,4'-Diamino-2,2'-stilbenedisulfonic acid	573.15			
81-13-0	Dexpanthenol			1202	1.4972
81-14-1	4-tert-Butyl-2,6-dimethyl-3,5-dinitroacetophenone	408.65			
81-15-2	1-tert-Butyl-3,5-dimethyl-2,4,6-trinitrobenzene	384.65			
81-16-3	2-Amino-1-naphthalenesulfonic acid				
81-20-9	1,3-Dimethyl-2-nitrobenzene	288.35	499.15	1112.15	1.52022
81-23-2	3,7,12-Trioxocholan-24-oic acid, (5β)	510.15			
81-24-3	Taurocholic acid				
81-25-4	Cholic acid	471.15			
81-30-1	[2]Benzopyrano[6,5,4-def][2]benzopyran-1,3,6,8-tetrone	723.15			
81-38-9	Laureline	387.15			
81-48-1	Alizurol purple				
81-49-2	1-Amino-2,4-dibromo-9,10-anthracenedione	499.15			
81-54-9	1,2,4-Trihydroxy-9,10-anthracenedione	532.15			
81-61-8	1,2,5,8-Tetrahydroxy-9,10-anthracenedione	548.15			
81-64-1	1,4-Dihydroxy-9,10-anthracenedione	472.85			
81-77-6	6,15-Dihydro-5,9,14,18-anthrazinetetrone				
81-81-2	Warfarin	434.15			
81-83-4	1H-Benz[de]isoquinoline-1,3(2H)-dione	573.15			
81-84-5	1H,3H-Naphtho[1,8-cd]pyran-1,3-dione	545.75			
81-86-7	4-Bromo-1,8-naphthalenedicarboxylic anhydride	495.15			
81-88-9	Rhodamine B	438.15			
81-90-3	Phenolphthalin	503.65			
81-92-5	Phenolphthalol	474.65			
81098-60-4	Cisapride	405.15			
811-93-8	2-Methyl-1,2-propanediamine		404.15	841.25	1.44102
811-95-0	1,1,2-Trichloro-1-fluoroethane	168.45	361.15	1492.2	
811-97-2	1,1,1,2-Tetrafluoroethane	169.854	247.05		
812-00-0	Methyl phosphate				
812-03-3	1,1,1,2-Tetrachloropropane	209.15	424.15	1473.2	1.48672
812-04-4	1,1-Dichloro-1,2,2-trifluoroethane		303.35		
813-78-5	Dimethyl hydrogen phosphate			1322.52	1.40825
813-94-5	Calcium citrate				
81334-34-1	Imazapyr	444.15			
81335-37-7	Imazaquin	494.15			
81335-77-5	Imazethapyr	446.15			
814-49-3	Diethyl chlorophosphonate		366.65	1205.19	1.41702
814-67-5	1,2-Propanedithiol		437.15	1082	1.5322
814-68-6	2-Propenoyl chloride		348.65	1113.62	1.43432
814-71-1	Calcium thioglycollate				
814-75-5	3-Bromo-2-butanone				
814-78-8	3-Methyl-3-buten-2-one	219.55	370.15	852.72	1.42202
814-80-2	Calcium lactate				
814-90-4	Chromium(II) oxalate				
815-17-8	3,3-Dimethyl-2-oxobutanoic acid	363.65	462.15		
815-24-7	Di-tert-butyl ketone	247.95	425.15	824.018	1.41942
815-58-7	2,3,3-Trichloro-2-propenoyl chloride		431.15		1.527118
81584-06-7	Xibenolol	330.15			
816-39-7	1,3-Dibromo-2-propanone	299.15		2167.018	
816-66-0	4-Methyl-2-oxopentanoic acid	283.15			
816-79-5	3-Ethyl-2-pentene		368.15	720.42	1.41482
816-90-0	N-Formimidoyl-L-glutamic acid	363.15			
817-91-4	4-Methyl-1-heptanol		457.15	806.525	1.425325
817-95-8	Ethyl ethoxyacetate		431.15	970.22	1.40392
81777-89-1	Clomazone			1192.2	
818-23-5	8-Pentadecanone	315.15	568.15	818.039	
818-38-2	Diethyl glutarate	249.05	510.15	1022.02	1.42412
818-61-1	2-Hydroxyethyl acrylate		464.15	1011.23	
818-92-8	3-Fluoropropene		266.15		
82-02-0	Khellin				
82-05-3	Benzanthrone	446.15			
82-12-2	1,2,3,5,6,7-Hexahydroxy-9,10-anthracenedione				
82-28-0	1-Amino-2-methyl-9,10-anthracenedione	478.65			
82-33-7	1,4-Diamino-5-nitro-9,10-anthracenedione	551.15			
82-34-8	1-Nitro-9,10-anthracenedione	504.65			
82-35-9	1,5-Dinitro-9,10-anthracenedione	658.15			
82-38-2	1-(Methylamino)-9,10-anthracenedione	444.15			
82-39-3	1-Methoxy-9,10-anthracenedione	443.45			
82-40-6	Lunacrine				
82-43-9	1,8-Dichloro-9,10-anthracenedione	475.65			
82-44-0	1-Chloro-9,10-anthracenedione	436.15			
82-45-1	1-Amino-9,10-anthracenedione	526.65			
82-46-2	1,5-Dichloro-9,10-anthracenedione	525.15			
82-49-5	9,10-Dihydro-9,10-dioxo-1-anthracenesulfonic acid	489.15			
82-54-2	Cotarnine				
82-57-5	Visnagin	417.65			
82-58-6	Lysergic acid				
82-62-2	3,4,6-Trichloro-2-nitrophenol	364.15			
82-66-6	2-(Diphenylacetyl)-1H-indene-1,3(2H)-dione	419.65			1.67
82-68-8	Pentachloronitrobenzene	417.85		1718.25	
82-71-3	2,4,6-Trinitro-1,3-benzenediol	451.15			
82-75-7	8-Amino-1-naphthalenesulfonic acid				
82-86-0	1,2-Acenaphthylenedione	532.15		1480.02	
82-88-2	Phenindamine	364.15		1170	
82-92-8	Cyclizine	379.15			
82-93-9	Chlorcyclizine				
82097-50-5	Triasulfuron	459.15			
